Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
US42 - Update Service - Verify old information displayed for update,N1NJS1804-292,10631,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 9:38 AM,17/Jul/24 10:03 AM,19/Jul/24 9:41 PM,,,0,Old information is displayed for update,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-296,,,,,,,17/Jul/24 9:42 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;update-dich-vu.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10256,,,,,,,No old information is displayed for update,,,,,,{},,N1NJS1804-2,Manage Request,,,Old information is displayed for update,,purple,,,0|i0017j:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Dịch vụ bạn đã tạo""
Step 2: Click ""Cập nhật""",Fail,,,,,10001,Manage Request,To Do,17/Jul/24 9:38 AM
UPT41 - Update Profile's Tutor - Update Major with Invalid Image Format,N1NJS1804-291,10630,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 9:29 AM,17/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,Check for updating records with malformed image files.,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 9:37 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;anh-sai-dinh-dang.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10255,,,,,,,"Message ""Dụng lượng file dưới 1MB, định dạng: .JPEG, .PNG"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Dụng lượng file dưới 1MB, định dạng: .JPEG, .PNG""",,purple,,,0|i0017b:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật chuyên ngành"" 
Step 4: Select an image file with the wrong format (eg .txt, .pdf).
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 9:29 AM
UPT40 - Update Profile's Tutor - Update major successfully,N1NJS1804-290,10629,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 9:18 AM,17/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,Update major successfully,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 9:23 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;chuyen-nganh-thanh-cong-2.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10254,17/Jul/24 9:23 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;chuyen_nganh_thanh_cong.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10253,,,,,,"Message ""Cập nhật Bằng cấp/Chứng chỉ thành công"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Cập nhật Bằng cấp/Chứng chỉ thành công""",,purple,,,0|i00173:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật chuyên ngành"" 
Step 4: Enter correct information in the fields
Step 5: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 9:18 AM
UPT39 - Update Profile's Tutor - Update Major without Uploading Image,N1NJS1804-289,10628,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 9:12 AM,17/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,Update profile without uploading new images.,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 9:16 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;anh_khong_hinh.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10252,,,,,,,"The image is updated but not displayed, the old image is preserved.",,,,,,{},,N1NJS1804-2,Manage Request,,,Images are not updated and remain the same.,,purple,,,0|i0016v:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật hồ sơ"" 
Step 4: Do not upload new image
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Gửi""",Fail,,,,,10001,Manage Request,To Do,17/Jul/24 9:12 AM
"UPT38 - Update Profile's Tutor - Verify fields in ""Cập nhật chuyên ngành"" cannot be left blank",N1NJS1804-288,10627,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 9:09 AM,17/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,Fields cannot be left blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 9:11 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;update_chuyen_nganh.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10251,,,,,,,The fields have not displayed notifications,,,,,,{},,N1NJS1804-2,Manage Request,,,Display notifications for fields,,purple,,,0|i0016n:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật chuyên ngành"" 
Step 4: Do not enter information in the fields
Step 5: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 9:09 AM
UPT37 - Update Profile's Tutor - Update major with Existing Information,N1NJS1804-287,10626,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 8:58 AM,17/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,Re-enter old information that already exists,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 9:02 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;bang-cap-da-ton-tai.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10249,17/Jul/24 9:02 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;chung_chi_da_ton_tai.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10250,,,,,,"Message ""Bằng cấp/Chứng chỉ đã tồn tại"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Bằng cấp/Chứng chỉ đã tồn tại""",,purple,,,0|i0016f:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật chuyên ngành"" 
Step 4: Enter existing information in the fields
Step 5: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 8:58 AM
"UPT36 - Update Profile's Tutor - Verify ""Kỹ năng chuyên môn"" cannot be left blank",N1NJS1804-286,10625,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 8:54 AM,17/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,"Fields ""Kỹ năng chuyên môn"" cannot be left blank",,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 8:56 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;ky_nang_chuyen_mon.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10248,,,,,,,"Message ""Kỹ năng chuyên môn là bắt buộc"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Kỹ năng chuyên môn là bắt buộc""",,purple,,,0|i00167:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật hồ sơ"" 
Step 4: Do not enter information in the ""Kỹ năng chuyên môn"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 8:54 AM
UPT35 - Update Profile's Tutor - Verify number of years of experience greater than 0,N1NJS1804-285,10624,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 8:25 AM,17/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,h1. Number of years of experience greater than 0,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 8:53 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;nam_kinh_nghiem_bang_0.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10247,,,,,,,"Message ""Số năm kinh nghiệm phải lớn hơn 0"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Số năm kinh nghiệm phải lớn hơn 0""",,purple,,,0|i0015z:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật hồ sơ"" 
Step 4:  Enter 0 in the ""Số năm kinh nghiệm"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 8:25 AM
"UPT34 - Update Profile's Tutor - Verify ""Số năm kinh nghiệm"" cannot be left blank",N1NJS1804-284,10623,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 8:09 AM,17/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,Fields “Số năm kinh nghiệm“ cannot be left blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,,,,,,,,"Message ""Số năm kinh nghiệm là bắt buộc"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Số năm kinh nghiệm là bắt buộc""",,purple,,,0|i0015r:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật hồ sơ"" 
Step 4: Do not enter information in the ""Số năm kinh nghiệm"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Gửi""",,,,,,10001,Manage Request,To Do,17/Jul/24 8:09 AM
"UPT33 - Update Profile's Tutor - Verify ""Giới thiệu bản thân"" cannot be left blank",N1NJS1804-283,10622,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 8:02 AM,17/Jul/24 9:59 AM,19/Jul/24 9:41 PM,,,0,"h1. ""Giới thiệu bản thân"" cannot be left blank",,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 8:08 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;gioi_thieu_ban_than.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10246,,,,,,,"Message ""Giới thiệu bản thân là bắt buộc"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Giưới thiệu bản thân  là bắt buộc""",,purple,,,0|i0015j:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật hồ sơ"" 
Step 4: Do not enter information in the ""Giới thiệu bản thân"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 8:02 AM
"UPT32 - Update Profile's Tutor - Verify fields in ""Cập nhật hồ sơ"" cannot be left blank",N1NJS1804-282,10621,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 7:44 AM,17/Jul/24 9:59 AM,19/Jul/24 9:41 PM,,,0,Fields cannot be left blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 7:55 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;validate_ho_so.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10245,,,,,,,The fields have displayed notifications,,,,,,{},,N1NJS1804-2,Manage Request,,,Display notifications for fields,,purple,,,0|i0015b:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật hồ sơ"" 
Step 4: Do not enter information in the fields
Step 5: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 7:44 AM
MR09 - Delete service: Check the tutor's service deletion function with an ongoing service,N1NJS1804-281,10620,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,17/Jul/24 5:37 AM,17/Jul/24 3:31 PM,19/Jul/24 9:36 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-122,,,,,,,17/Jul/24 3:31 PM;712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88;delete.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10272,17/Jul/24 3:31 PM;712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88;delete1.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10270,17/Jul/24 3:31 PM;712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88;delete2.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10271,,,,,"The message wil showed ""Không thể xóa dịch vụ vì có booking đang diễn ra hoặc đã hoàn thành""",,,,,,{},,N1NJS1804-4,Manage Services,,,"The message wil show ""Không thể xóa dịch vụ vì có booking đang diễn ra hoặc đã hoàn thành""",,,,,0|i00153:,,,,,Bussiness Flow,,,,,,,,,,"1. Log in to the student's account and perform the booking service function
2. Log in to the tutor's account and and press ""Xem dịch vụ đã tạo""
3. Press the ""Xóa dịch vụ đã tạo"". ",,,,,,10003,Manage Services,To Do,17/Jul/24 5:37 AM
UPT31 - Update Profile's Tutor - Update profile successfully,N1NJS1804-280,10619,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,17/Jul/24 12:12 AM,17/Jul/24 9:59 AM,19/Jul/24 9:41 PM,,,0,Enter all fields and submit successfully,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 12:15 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;ho_so_thanh_cong1.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10233,17/Jul/24 12:15 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;ho_so_thanh_cong_2.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10234,,,,,,"Message  Cập nhật thông tin gia sư thành công"" is displayed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message "" Cập nhật thông tin gia sư""",,purple,,,0|i0014v:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật hồ sơ"" 
Step 4: Enter correct information in the fields: Giới thiệu, Số năm kinh nghiệm, Kỹ năng chuyên môn
Step 5: Click ""Gửi""",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 12:12 AM
AT01 - Approve tutor - Successful,N1NJS1804-279,10618,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,17/Jul/24 12:02 AM,19/Jul/24 9:37 PM,19/Jul/24 9:41 PM,,,0,Approving tutor succesful,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,,,,,,,,,N1NJS1804-278,,,,,,,,,,,,,,,,,,,17/Jul/24 7:32 AM;712020:79b87770-bf5e-4355-b124-1139adfaa7cb;7.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10242,17/Jul/24 7:32 AM;712020:79b87770-bf5e-4355-b124-1139adfaa7cb;8.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10241,,,,,,"The message will show : ""Bạn đã chấp nhận gia sư cho yêu câu của mình.""",,,,,,{},,N1NJS1804-2,Manage Request,,,"The message will show : ""Bạn đã chấp nhận gia sư cho yêu câu của mình.""",,,,,0|i001at:,,,,,Bussiness Flow,,,,,,,,,Unit,"1. Click ""Xem yêu cầu của bạn"" on user menu in homepage
2. Click request want to approve tutor
3. View all tutor
4. Click ""Chọn"" to choose tutor",Pass,,,,,10001,Manage Request,To Do,17/Jul/24 12:02 AM
UC32 - Approve tutor,N1NJS1804-278,10617,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,16/Jul/24 11:59 PM,19/Jul/24 9:37 PM,19/Jul/24 9:41 PM,,,0,"As a student, I want to approve tutor to choose tutor I interested to learn ",,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,,,,,,,,,,,,,,,,,,,,,N1NJS1804-279,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-2,Manage Request,,,,,,,,0|i001as:,,,,,Bussiness Flow,,,,,,,,,,,,,,,,10001,Manage Request,To Do,16/Jul/24 11:59 PM
UPT30 - Update Profile's Tutor - Verify old information is displayed for updates,N1NJS1804-277,10616,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,16/Jul/24 11:58 PM,17/Jul/24 9:59 AM,19/Jul/24 9:41 PM,,,0,h1. Old information is displayed for updates,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-295,,,,,,,17/Jul/24 12:06 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;update_chuyen_nganh.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10232,17/Jul/24 12:06 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;update_ho_so.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10231,,,,,,No old information is displayed for update,,,,,,{},,N1NJS1804-2,Manage Request,,,Old information is displayed for update,,purple,,,0|i00147:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Hồ sơ giảng viên""
Step 2: Click ""Cập nhật""
Step 3: Click ""Cập nhật hồ sơ"" or ""Cập nhật chuyên ngành""",Fail,,,,,10001,Manage Request,To Do,16/Jul/24 11:58 PM
